ResidualScore,Status,Risk,ISOScore,ISOScoreSmooth,AEScore,AEScoreSmooth,FinalRisk,PersistFlag,PredictedStage
0.67132056,2,0.3349252,0.9999999731863455,0.9999999731863455,0.0065717506,0.006416306141763925,0.97380954,1,0
0.67422974,2,0.3363814,0.9999999731863455,0.9999999731863455,0.0066075805,0.0064340302720665935,0.97380954,1,0
0.67404747,2,0.33629018,0.9999999731863455,0.9999999731863455,0.0066619935,0.0064534335397183895,0.97380954,1,0
0.6938013,2,0.34617803,0.9999999731863455,0.9999999731863455,0.0071204226,0.006492186319082976,0.98279536,1,0
0.7036023,2,0.35108396,0.9999999731863455,0.9999999731863455,0.0072087618,0.0065296213701367374,0.98334974,1,0
0.6774291,2,0.33798286,0.9999999731863455,0.9999999731863455,0.0067493976,0.006551009584218264,0.97380954,1,0
0.67044365,2,0.33448628,0.9999999731863455,0.9999999731863455,0.0066851615,0.0065686189755797385,0.97380954,1,0
0.6967708,2,0.34766442,0.9999999731863455,0.9999999731863455,0.0071775788,0.006607772763818503,0.98279536,1,0
0.6965662,2,0.34756202,0.9999999731863455,0.9999999731863455,0.0071797185,0.006650052610784769,0.98279536,1,0
0.6926074,2,0.34558043,0.9999999731863455,0.9999999731863455,0.0069154454,0.00668164087459445,0.98279536,1,0
0.68589914,2,0.34222257,0.9999999731863455,0.9999999731863455,0.0068691587,0.006710202321410179,0.98279536,1,0
0.67417085,2,0.33635193,0.9999999731863455,0.9999999731863455,0.0067225243,0.006730071790516376,0.97380954,1,0
0.6781267,2,0.33833206,0.9999999731863455,0.9999999731863455,0.006798969,0.006756208147853613,0.98279536,1,0
0.6664791,2,0.3325018,0.9999999731863455,0.9999999731863455,0.0067889723,0.006775397974997759,0.9598958,1,0
0.6683224,2,0.33342448,0.9999999731863455,0.9999999731863455,0.0067515783,0.006790324728935957,0.9598958,1,0
